species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation
Arbutus menziesii,38.021183,-122.593178,5.0,,
Arbutus menziesii,44.082524,-123.110388,8.0,,
Arbutus menziesii,48.46235,-123.316872,3.0,,
Arbutus menziesii,48.321812,-123.5476,15.0,,
Arbutus menziesii,37.408852,-122.333304,400.0,,
Arbutus menziesii,45.346573,-122.640952,65.0,,
Arbutus menziesii,47.461728,-123.106544,5.0,,
Arbutus menziesii,39.161817,-123.23183,61.0,,
Arbutus menziesii,48.46267,-123.311395,8.0,,
Arbutus menziesii,48.854508,-123.261653,324.0,,
Arbutus menziesii,42.687964,-122.61788,347.0,,
Arbutus menziesii,48.459758,-123.311937,48.0,,
Arbutus menziesii,49.603194,-124.056102,9.0,,
Arbutus menziesii,38.55954,-122.678132,31.0,,
Arbutus menziesii,38.960278,-120.946905,5.0,,
Arbutus menziesii,38.999736,-123.079368,5.0,,
Arbutus menziesii,48.319328,-123.639472,6.0,,
Arbutus menziesii,48.784774,-123.311832,8.0,,
Arbutus menziesii,48.408164,-122.644841,9.0,,
Arbutus menziesii,47.04402,-122.972053,2.0,,
Arbutus menziesii,44.051533,-123.056305,4.0,,
Arbutus menziesii,37.813718,-122.17591,5.0,,
Arbutus menziesii,37.806359,-122.172088,4.0,,
Arbutus menziesii,48.473036,-123.375474,375.0,,
Arbutus menziesii,37.929908,-122.13868,5.0,,
Arbutus menziesii,49.170869,-123.971486,476.0,,
Arbutus menziesii,49.337061,-123.254741,4.0,,
Arbutus menziesii,44.020219,-123.107036,17.0,,
Arbutus menziesii,48.388775,-123.524246,6.0,,
Arbutus menziesii,49.357925,-123.269158,47.0,,
Arbutus menziesii,37.940913,-122.542589,5.0,,
Arbutus menziesii,43.237257,-123.366571,5.0,,
Arbutus menziesii,48.494797,-123.343597,65.0,,
Arbutus menziesii,48.851551,-123.498421,5.0,,
Arbutus menziesii,49.336975,-123.408493,5.0,,
Arbutus menziesii,42.995539,-124.452397,102.0,,
Arbutus menziesii,48.122789,-122.493439,488.0,,
Arbutus menziesii,37.835545,-121.8564,5.0,,
Arbutus menziesii,49.109553,-123.867706,7.0,,
Arbutus menziesii,38.00716,-122.568762,189.0,,
Arbutus menziesii,37.34563,-122.13826,10.0,,
Arbutus menziesii,45.514326,-122.715133,10.0,,
Arbutus menziesii,48.434937,-123.451775,5.0,,
Arbutus menziesii,42.937331,-123.258968,7.0,,
Arbutus menziesii,48.611245,-123.633502,4.0,,
Arbutus menziesii,45.58147,-122.744896,4.0,,
Arbutus menziesii,38.469392,-123.050972,10.0,,
Arbutus menziesii,47.043264,-122.975561,4.0,,
Arbutus menziesii,37.349358,-122.168925,8.0,,
Arbutus menziesii,37.157929,-121.881616,44.0,,
Arbutus menziesii,37.395648,-122.273939,8.0,,
Arbutus menziesii,49.082036,-123.714133,96.0,,
Arbutus menziesii,37.184425,-121.979995,4.0,,
Arbutus menziesii,38.006447,-122.611725,5.0,,
Arbutus menziesii,37.232241,-122.098935,4.0,,
Arbutus menziesii,37.766194,-122.469703,17.0,,
Arbutus menziesii,42.178008,-122.716095,6.0,,
Arbutus menziesii,37.400505,-122.335652,8.0,,
Arbutus menziesii,39.712549,-121.265819,357.0,,
Arbutus menziesii,48.496503,-123.34313,8.0,,
Arbutus menziesii,38.001709,-122.462958,31.0,,
Arbutus menziesii,48.488545,-123.302813,31.0,,
Arbutus menziesii,49.314173,-124.271221,9.0,,
Arbutus menziesii,47.183414,-122.929805,7.0,,
Arbutus menziesii,49.605445,-124.040253,7.0,,
Arbutus menziesii,41.321553,-123.561067,5.0,,
Arbutus menziesii,49.419655,-123.49115,13.0,,
Arbutus menziesii,37.442794,-122.297909,64.0,,
Arbutus menziesii,39.097817,-120.946572,4.0,,
Arbutus menziesii,48.372117,-122.506894,4.0,,
Arbutus menziesii,47.054914,-122.844649,2.0,,
Arbutus menziesii,47.751608,-122.363946,9.0,,
Arbutus menziesii,38.715272,-120.783142,10.0,,
Arbutus menziesii,37.44947,-122.342613,8.0,,
Arbutus menziesii,37.846458,-122.270347,14.0,,
Arbutus menziesii,37.814112,-122.176995,4.0,,
Arbutus menziesii,37.402186,-122.334543,32.0,,
Arbutus menziesii,38.934292,-120.825415,5.0,,
Arbutus menziesii,47.764287,-122.66127,5.0,,
Arbutus menziesii,48.412305,-122.651273,12.0,,
Arbutus menziesii,37.332397,-122.113075,4.0,,
Arbutus menziesii,47.82951,-122.357864,65.0,,
Arbutus menziesii,37.766128,-122.470002,137.0,,
Arbutus menziesii,37.270827,-122.138465,4.0,,
Arbutus menziesii,47.656844,-122.311202,26.0,,
Arbutus menziesii,49.037764,-123.747997,65.0,,
Arbutus menziesii,37.470967,-122.277378,30.0,,
Arbutus menziesii,39.868953,-123.906802,10.0,,
Arbutus menziesii,48.544565,-122.692307,65.0,,
Arbutus menziesii,49.041894,-123.850622,2.0,,
Arbutus menziesii,48.837089,-124.1326,37.0,,
Arbutus menziesii,37.082281,-121.803872,46.0,,
Arbutus menziesii,47.429762,-122.209717,8.0,,
Arbutus menziesii,37.090375,-122.0596,3.0,,
Arbutus menziesii,37.98362,-122.588792,7.0,,
Arbutus menziesii,48.482434,-123.538227,5.0,,
Arbutus menziesii,49.609967,-124.058814,108.0,,
Arbutus menziesii,48.838753,-123.592383,4.0,,
Arbutus menziesii,38.598082,-122.468098,47.0,,
Arbutus menziesii,44.638419,-123.283492,8.0,,
Arbutus menziesii,48.491988,-123.346232,58.0,,
Arbutus menziesii,49.517249,-122.588862,31.0,,
Arbutus menziesii,48.490551,-123.374565,23.0,,
Arbutus menziesii,48.5675,-123.546317,4.0,,
Arbutus menziesii,47.623946,-122.51552,55.0,,
Arbutus menziesii,48.857712,-123.481018,65.0,,
Arbutus menziesii,48.023945,-122.680913,15.0,,
Arbutus menziesii,38.628333,-122.5905,14.0,,
Arbutus menziesii,48.471417,-123.31652,4.0,,
Arbutus menziesii,48.498004,-123.341397,61.0,,
Arbutus menziesii,37.808442,-122.149758,6.0,,
Arbutus menziesii,38.561471,-122.678892,15.0,,
Arbutus menziesii,49.336734,-123.266974,8.0,,
Arbutus menziesii,48.532922,-123.480112,5.0,,
Arbutus menziesii,48.131545,-122.763196,8.0,,
Arbutus menziesii,38.358627,-122.521333,5.0,,
Arbutus menziesii,48.899508,-123.407408,29.0,,
Arbutus menziesii,37.8013,-122.151019,4.0,,
Arbutus menziesii,37.578015,-122.473156,4.0,,
Arbutus menziesii,48.651481,-123.739085,61.0,,
Arbutus menziesii,44.054004,-123.067353,24.0,,
Arbutus menziesii,48.464262,-123.315278,10.0,,
Arbutus menziesii,44.413809,-123.33675,400.0,,
Arbutus menziesii,43.318792,-123.267105,24.0,,
Arbutus menziesii,37.919938,-122.583983,167.0,,
Arbutus menziesii,48.318342,-123.659447,3.0,,
Arbutus menziesii,38.034917,-122.745063,30.0,,
Arbutus menziesii,38.37915,-120.566872,5.0,,
Arbutus menziesii,48.46225,-123.31095,12.0,,
Arbutus menziesii,38.344139,-122.591531,4.0,,
Arbutus menziesii,37.644666,-122.462343,4.0,,
Arbutus menziesii,36.972283,-122.092072,4.0,,
Arbutus menziesii,48.898304,-123.407278,87.0,,
Arbutus menziesii,48.490962,-123.306336,31.0,,
Arbutus menziesii,49.079014,-123.709603,9.0,,
Arbutus menziesii,37.156253,-121.896362,8.0,,
Arbutus menziesii,38.455292,-122.720392,4.0,,
Arbutus menziesii,48.853127,-123.54641,2.0,,
Arbutus menziesii,38.080075,-122.594292,6.0,,
Arbutus menziesii,49.333075,-123.261667,15.0,,
Arbutus menziesii,47.553866,-122.286558,36.0,,
Arbutus menziesii,47.620672,-122.34993,7.0,,
Arbutus menziesii,38.560582,-122.678012,18.0,,
Arbutus menziesii,44.077841,-123.107404,8.0,,
Arbutus menziesii,37.448745,-122.3447,70.0,,
Arbutus menziesii,36.991623,-121.922562,45.0,,
Arbutus menziesii,49.243741,-124.091717,2.0,,
Arbutus menziesii,47.681421,-122.249819,8.0,,
Arbutus menziesii,37.946583,-122.590858,5.0,,
Arbutus menziesii,37.195933,-122.296408,32.0,,
Arbutus menziesii,37.914845,-122.275383,32.0,,
Arbutus menziesii,37.968735,-122.545868,4.0,,
Arbutus menziesii,49.726569,-124.215461,5.0,,
Arbutus menziesii,49.013437,-123.039205,152.0,,
Arbutus menziesii,39.396758,-121.082328,6.0,,
Arbutus menziesii,38.524386,-122.751918,61.0,,
Arbutus menziesii,47.817547,-122.650352,65.0,,
Arbutus menziesii,38.569628,-122.437987,16.0,,
Arbutus menziesii,38.58454,-122.706847,353.0,,
Arbutus menziesii,48.867609,-123.338737,43.0,,
Arbutus menziesii,48.459695,-123.311842,16.0,,
Arbutus menziesii,38.009219,-122.495628,3.0,,
Arbutus menziesii,48.758896,-123.604003,5.0,,
Arbutus menziesii,49.125316,-123.70086,15.0,,
Arbutus menziesii,44.007141,-123.28321,14.0,,
Arbutus menziesii,40.902522,-123.021575,4.0,,
Arbutus menziesii,37.32659,-122.179226,5.0,,
Arbutus menziesii,48.32525,-123.636847,50.0,,
Arbutus menziesii,48.74762,-123.22718,17.0,,
Arbutus menziesii,43.996297,-123.080025,30.0,,
Arbutus menziesii,38.425047,-120.64228,10.0,,
Arbutus menziesii,48.41325,-123.47711,60.0,,
Arbutus menziesii,37.843063,-122.193558,5.0,,
Arbutus menziesii,38.341715,-122.541163,5.0,,
Arbutus menziesii,37.375788,-122.283005,10.0,,
Arbutus menziesii,42.099235,-123.410445,100.0,,
Arbutus menziesii,49.183093,-124.099249,6.0,,
Arbutus menziesii,37.0883,-122.091758,4.0,,
Arbutus menziesii,42.745971,-122.495369,5.0,,
Arbutus menziesii,48.66808,-122.475477,395.0,,
Arbutus menziesii,48.723085,-123.486865,488.0,,
Arbutus menziesii,38.449526,-122.628587,5.0,,
Arbutus menziesii,44.542092,-123.247129,124.0,,
Arbutus menziesii,37.963905,-122.266113,20.0,,
Arbutus menziesii,37.499194,-122.294814,4.0,,
Arbutus menziesii,37.321492,-122.188602,48.0,,
Arbutus menziesii,44.064338,-123.206005,61.0,,
Arbutus menziesii,47.393505,-122.4122,5.0,,
Arbutus menziesii,37.164005,-122.333163,8.0,,
Arbutus menziesii,39.352397,-123.558048,263.0,,
Arbutus menziesii,48.986666,-123.574558,175.0,,
Arbutus menziesii,37.088397,-122.055306,4.0,,
Arbutus menziesii,37.789872,-122.476455,10.0,,
Arbutus menziesii,48.458883,-123.314678,10.0,,
Arbutus menziesii,41.015172,-123.78482,13.0,,
Arbutus menziesii,47.758248,-122.37865,8.0,,
Arbutus menziesii,48.507564,-123.380091,55.0,,
Arbutus menziesii,45.253371,-123.047722,4.0,,
Arbutus menziesii,38.547539,-122.696564,5.0,,
Arbutus menziesii,44.495923,-123.212856,9.0,,
Arbutus menziesii,49.518211,-124.591456,122.0,,
Arbutus menziesii,36.759509,-121.503543,109.0,,
Arbutus menziesii,38.739617,-120.74032,5.0,,
Arbutus menziesii,36.466897,-121.827314,24.0,,
Arbutus menziesii,48.420288,-123.238503,97.0,,
Arbutus menziesii,47.641846,-122.312247,15.0,,
Arbutus menziesii,49.312503,-124.21425,20.0,,
Arbutus menziesii,48.459637,-123.307725,4.0,,
Arbutus menziesii,37.9124,-122.5297,5.0,,
Arbutus menziesii,45.511528,-122.673555,14.0,,
Arbutus menziesii,48.622637,-123.406769,3.0,,
Arbutus menziesii,47.55441,-122.246916,13.0,,
Arbutus menziesii,37.003281,-122.064714,5.0,,
Arbutus menziesii,48.456733,-122.648362,5.0,,
Arbutus menziesii,47.537255,-122.394675,46.0,,
Arbutus menziesii,38.524668,-122.761134,5.0,,
Arbutus menziesii,48.720028,-123.471467,32.0,,
Arbutus menziesii,37.803632,-122.152294,7.0,,
Arbutus menziesii,48.52137,-123.518058,32.0,,
Arbutus menziesii,49.299097,-124.257981,11.0,,
Arbutus menziesii,49.517853,-124.598136,180.0,,
Arbutus menziesii,48.847267,-123.24727,16.0,,
Arbutus menziesii,43.051876,-123.654549,167.0,,
Arbutus menziesii,37.840975,-122.191689,9.0,,
Arbutus menziesii,42.192292,-122.717592,3.0,,
Arbutus menziesii,48.647111,-123.736922,15.0,,
Arbutus menziesii,37.197823,-122.292405,111.0,,
Arbutus menziesii,50.036852,-124.992484,4.0,,
Arbutus menziesii,48.46286,-123.314331,61.0,,
Arbutus menziesii,37.159853,-121.885233,61.0,,
Arbutus menziesii,49.331117,-123.261895,6.0,,
Arbutus menziesii,37.81226,-122.190221,6.0,,
Arbutus menziesii,37.182462,-121.85058,52.0,,
Arbutus menziesii,37.078628,-122.133911,32.0,,
Arbutus menziesii,42.703181,-123.896469,4.0,,
Arbutus menziesii,48.656824,-123.545536,30.0,,
Arbutus menziesii,48.552637,-123.496761,180.0,,
Arbutus menziesii,37.95619,-122.133799,488.0,,
Arbutus menziesii,49.452332,-124.164794,50.0,,
Arbutus menziesii,38.893025,-120.648642,4.0,,
Arbutus menziesii,37.982348,-122.614655,15.0,,
Arbutus menziesii,44.006347,-123.035367,28.0,,
Arbutus menziesii,44.024535,-123.004738,11.0,,
Arbutus menziesii,40.201461,-123.916528,4.0,,
Arbutus menziesii,38.770297,-120.60758,5.0,,
Arbutus menziesii,48.782985,-123.67716,7.0,,
Arbutus menziesii,48.660105,-123.394813,23.0,,
Arbutus menziesii,37.469729,-122.274666,65.0,,
Arbutus menziesii,48.815588,-123.308388,6.0,,
Arbutus menziesii,47.539084,-122.193092,19.0,,
Arbutus menziesii,48.442341,-123.602097,52.0,,
Arbutus menziesii,36.680303,-121.774315,458.0,,
Arbutus menziesii,47.549758,-122.249917,24.0,,
Arbutus menziesii,49.085125,-123.71479,5.0,,
Arbutus menziesii,36.999825,-121.694008,4.0,,
Arbutus menziesii,48.46427,-123.314796,2.0,,
Arbutus menziesii,37.76963,-122.462635,5.0,,
Arbutus menziesii,37.444481,-122.366364,11.0,,
Arbutus menziesii,49.333529,-123.261985,30.0,,
Arbutus menziesii,48.781242,-123.257072,4.0,,
Arbutus menziesii,48.814495,-123.229408,4.0,,
Arbutus menziesii,48.414584,-123.354458,176.0,,
Arbutus menziesii,49.529271,-124.638705,178.0,,
Arbutus menziesii,48.432625,-123.452882,5.0,,
Arbutus menziesii,48.464978,-123.468375,71.0,,
Arbutus menziesii,48.431625,-123.319941,7.0,,
Arbutus menziesii,48.459316,-123.288874,8.0,,
Arbutus menziesii,47.201248,-122.489977,128.0,,
Arbutus menziesii,47.641648,-122.312697,4.0,,
Arbutus menziesii,37.441715,-122.2899,4.0,,
Arbutus menziesii,48.042136,-123.58847,4.0,,
Arbutus menziesii,48.559598,-123.502217,7.0,,
Arbutus menziesii,37.004947,-122.056969,4.0,,
Arbutus menziesii,38.5872,-122.618771,10.0,,
Arbutus menziesii,48.904562,-123.413458,354.0,,
Arbutus menziesii,47.671007,-122.519102,5.0,,
Arbutus menziesii,37.228739,-122.101684,9.0,,
Arbutus menziesii,37.362647,-122.180215,35.0,,
Arbutus menziesii,38.489332,-122.702534,64.0,,
Arbutus menziesii,37.471488,-122.275095,70.0,,
Arbutus menziesii,47.739179,-122.182761,10.0,,
Arbutus menziesii,48.510819,-123.387218,8.0,,
Arbutus menziesii,47.422063,-122.260574,19.0,,
Arbutus menziesii,48.789197,-123.517478,8.0,,
Arbutus menziesii,49.0117,-123.583838,24.0,,
Arbutus menziesii,49.000574,-123.560936,42.0,,
Arbutus menziesii,37.041476,-122.067204,244.0,,
Arbutus menziesii,45.514506,-122.715203,225.0,,
Arbutus menziesii,43.813718,-123.109375,41.0,,
Arbutus menziesii,48.419375,-123.593897,12.0,,
Arbutus menziesii,47.388854,-122.714935,15.0,,
Arbutus menziesii,47.755102,-122.218319,38.0,,
Arbutus menziesii,40.278861,-123.640822,10.0,,
Arbutus menziesii,38.519815,-122.747059,5.0,,
Arbutus menziesii,48.401063,-123.305027,14.0,,
Arbutus menziesii,48.396122,-122.307369,6.0,,
Arbutus menziesii,48.384471,-123.507995,12.0,,
Arbutus menziesii,38.992967,-122.96738,22.0,,
Arbutus menziesii,36.991211,-121.922661,56.0,,
Arbutus menziesii,36.470759,-121.74944,27.0,,497.63
Arbutus menziesii,39.195413,-121.038799,10.0,,854.76
Arbutus menziesii,38.656102,-122.596346,99.0,,
Arbutus menziesii,44.60663,-123.279133,65.0,,
Arbutus menziesii,38.023213,-122.654285,9.0,,
Arbutus menziesii,47.654609,-122.411742,181.0,,
Arbutus menziesii,48.459183,-123.512743,262.0,,
Arbutus menziesii,48.516614,-123.531708,18.0,,
Arbutus menziesii,38.451894,-122.645148,97.0,,
Arbutus menziesii,48.46375,-123.314522,65.0,,
Arbutus menziesii,38.835113,-120.766467,19.0,,
Arbutus menziesii,38.4383,-122.974,10.0,,
Arbutus menziesii,48.439495,-123.297355,4.0,,
Arbutus menziesii,47.21235,-122.400528,5.0,,
Arbutus menziesii,37.003062,-121.708315,38.0,,
Arbutus menziesii,45.494614,-122.658233,120.0,,
Arbutus menziesii,48.316867,-123.639717,17.0,,
Arbutus menziesii,48.38551,-123.505107,12.0,,
Arbutus menziesii,48.605537,-123.522659,25.0,,
Arbutus menziesii,35.344108,-120.624499,5.0,,
Arbutus menziesii,48.435905,-123.448982,5.0,,
Arbutus menziesii,37.48887,-122.373663,4.0,,
Arbutus menziesii,49.131455,-123.939163,50.0,,
Arbutus menziesii,36.562352,-121.878481,21.0,,
Arbutus menziesii,39.147864,-120.909911,8.0,,
Arbutus menziesii,48.758097,-123.422578,32.0,,
Arbutus menziesii,38.638624,-122.856898,4.0,,
Arbutus menziesii,48.513347,-122.599003,65.0,,
Arbutus menziesii,48.461483,-123.304199,7.0,,
Arbutus menziesii,49.464993,-124.281372,2.0,,
Arbutus menziesii,48.434842,-123.497697,5.0,,
Arbutus menziesii,48.757101,-123.603138,2.0,,
Arbutus menziesii,48.786285,-123.971733,30.0,,
Arbutus menziesii,48.447613,-123.40297,10.0,,
Arbutus menziesii,48.747264,-123.412331,4.0,,
Arbutus menziesii,48.473324,-123.295977,5.0,,
Arbutus menziesii,47.303806,-122.522154,5.0,,
Arbutus menziesii,44.41047,-122.306053,7.0,,
Arbutus menziesii,48.330391,-123.638445,156.0,,
Arbutus menziesii,49.471712,-123.754075,65.0,,
Arbutus menziesii,37.309089,-122.198151,9.0,,
Arbutus menziesii,48.439555,-123.297355,5.0,,
Arbutus menziesii,48.058153,-123.799451,15.0,,
Arbutus menziesii,49.028175,-123.822486,10.0,,
Arbutus menziesii,36.466617,-121.903886,4.0,,
Arbutus menziesii,49.595955,-124.016578,4.0,,
Arbutus menziesii,48.495208,-123.347053,46.0,,
Arbutus menziesii,48.492755,-123.345092,5.0,,
Arbutus menziesii,47.207574,-122.569278,5.0,,
Arbutus menziesii,48.494663,-122.701728,3.0,,
Arbutus menziesii,49.133164,-123.69352,5.0,,
Arbutus menziesii,47.013306,-122.781502,4.0,,
Arbutus menziesii,49.636936,-125.112671,5.0,,
Arbutus menziesii,38.001786,-122.464212,6.0,,
Arbutus menziesii,37.939652,-122.626591,4.0,,
Arbutus menziesii,49.167519,-123.972654,263.0,,
Arbutus menziesii,48.565362,-123.526688,26.0,,
Arbutus menziesii,48.537535,-123.500916,65.0,,
Arbutus menziesii,38.495407,-122.739675,5.0,,
Arbutus menziesii,38.35628,-122.579657,6.0,,
Arbutus menziesii,45.474408,-122.534149,92.0,,
Arbutus menziesii,37.979433,-122.586267,3.0,,
Arbutus menziesii,40.79055,-123.43753,36.0,,
Arbutus menziesii,44.031085,-123.073767,11.0,,
Arbutus menziesii,38.300192,-122.319831,239.0,,
Arbutus menziesii,48.446803,-123.396551,179.0,,
Arbutus menziesii,38.349337,-122.538882,10.0,,
Arbutus menziesii,36.402717,-121.889771,4.0,,
Arbutus menziesii,47.067296,-122.897334,5.0,,
Arbutus menziesii,49.227071,-123.947368,86.0,,
Arbutus menziesii,37.2201,-122.076266,9.0,,
Arbutus menziesii,37.017936,-121.696603,4.0,,
Arbutus menziesii,38.417464,-122.58895,30.0,,
Arbutus menziesii,48.733272,-123.457764,8.0,,
Arbutus menziesii,47.122845,-122.251701,27.0,,
Arbutus menziesii,48.493733,-123.326925,65.0,,
Arbutus menziesii,34.502742,-119.687845,4.0,,
Arbutus menziesii,48.431153,-123.529555,4.0,,
Arbutus menziesii,37.962702,-122.700624,8.0,,
Arbutus menziesii,48.749283,-123.267364,5.0,,
Arbutus menziesii,38.062653,-122.519072,10.0,,
Arbutus menziesii,37.324937,-122.181472,4.0,,
Arbutus menziesii,42.18878,-122.718422,78.0,,
Arbutus menziesii,37.398147,-122.264092,4.0,,
Arbutus menziesii,48.434834,-123.451986,10.0,,
Arbutus menziesii,47.58294,-122.62367,4.0,,
Arbutus menziesii,48.578387,-123.467045,165.0,,
Arbutus menziesii,37.913711,-122.590398,8.0,,
Arbutus menziesii,38.749363,-122.829963,42.0,,
Arbutus menziesii,47.930461,-122.294587,65.0,,
Arbutus menziesii,40.345,-123.293878,88.0,,
Arbutus menziesii,48.567406,-123.546455,33.0,,
Arbutus menziesii,36.759571,-121.504614,6.0,,
Arbutus menziesii,47.73611,-122.649384,9.0,,
Arbutus menziesii,37.314081,-122.18723,10.0,,
Arbutus menziesii,48.479947,-123.536658,32.0,,
Arbutus menziesii,49.31052,-124.262449,15.0,,
Arbutus menziesii,48.453228,-123.42069,9.0,,
Arbutus menziesii,49.064377,-123.790016,2.0,,
Arbutus menziesii,38.357228,-122.516617,5.0,,
Arbutus menziesii,49.939324,-124.632856,78.0,,
Arbutus menziesii,38.10577,-122.887803,10.0,,
Arbutus menziesii,48.42958,-123.554135,4.0,,
Arbutus menziesii,48.412715,-123.337174,385.0,,
Arbutus menziesii,48.492855,-123.345925,8.0,,
Arbutus menziesii,38.63814,-122.858281,10.0,,
Arbutus menziesii,48.653953,-123.554375,35.0,,
Arbutus menziesii,49.332992,-123.267922,6.0,,
Arbutus menziesii,48.442196,-123.564298,12.0,,
Arbutus menziesii,37.992516,-122.525352,55.0,,
Arbutus menziesii,36.758187,-121.504897,6.0,,
Arbutus menziesii,39.314505,-123.746353,15.0,,
Arbutus menziesii,37.979829,-122.616821,31.0,,
Arbutus menziesii,34.670679,-120.420651,365.0,,
Arbutus menziesii,37.921428,-122.300963,4.0,,
Arbutus menziesii,49.085158,-123.715333,5.0,,
Arbutus menziesii,38.933113,-122.901938,4.0,,
Arbutus menziesii,38.814955,-120.926182,27.0,,
Arbutus menziesii,49.225719,-123.947968,6.0,,
Arbutus menziesii,37.92711,-122.59269,49.0,,
Arbutus menziesii,48.932988,-123.480277,137.0,,
Arbutus menziesii,35.525887,-120.849854,17.0,,
Arbutus menziesii,48.435698,-123.475882,7.0,,
Arbutus menziesii,47.665223,-122.397437,31.0,,
Arbutus menziesii,48.460003,-123.472061,135.0,,
Arbutus menziesii,48.662924,-123.659793,214.0,,
Arbutus menziesii,49.358036,-123.425314,11.0,,
Arbutus menziesii,48.488288,-123.340462,4.0,,
Arbutus menziesii,37.001373,-122.061761,188.0,,
Arbutus menziesii,37.40258,-122.332503,32.0,,
Arbutus menziesii,48.4621,-123.508178,25.0,,
Arbutus menziesii,48.031412,-122.774834,4.0,,
Arbutus menziesii,37.29702,-122.141953,4.0,,
Arbutus menziesii,48.927264,-123.46851,16.0,,
Arbutus menziesii,38.021825,-122.659967,5.0,,
Arbutus menziesii,48.436021,-123.676168,3.0,,
Arbutus menziesii,49.508713,-123.943825,10.0,,
Arbutus menziesii,49.02735,-123.823617,48.0,,
Arbutus menziesii,48.433133,-123.453217,5.0,,
Arbutus menziesii,36.758735,-121.503537,8.0,,
Arbutus menziesii,48.915974,-123.424809,201.0,,
Arbutus menziesii,48.459628,-123.311028,10.0,,
Arbutus menziesii,48.559273,-122.890226,6.0,,
Arbutus menziesii,47.54924,-122.257589,65.0,,
Arbutus menziesii,48.489202,-123.307495,65.0,,
Arbutus menziesii,48.510236,-123.397958,4.0,,
Arbutus menziesii,38.37463,-122.500733,3.0,,
Arbutus menziesii,47.549371,-122.254665,26.0,,
Arbutus menziesii,38.404252,-122.49963,5.0,,
Arbutus menziesii,37.329536,-122.180643,96.0,,
Arbutus menziesii,48.515613,-123.151619,141.0,,
Arbutus menziesii,47.75556,-122.272095,38.0,,
Arbutus menziesii,37.569239,-122.469859,440.0,,
Arbutus menziesii,48.46118,-123.316903,15.0,,
Arbutus menziesii,48.114426,-123.44235,10.0,,
Arbutus menziesii,37.914043,-122.202758,8.0,,
Arbutus menziesii,49.518631,-124.58729,437.0,,
Arbutus menziesii,44.004285,-123.097905,61.0,,
Arbutus menziesii,49.30442,-124.519257,8.0,,
Arbutus menziesii,42.990141,-123.597981,10.0,,
Arbutus menziesii,49.079163,-123.709824,5.0,,
Arbutus menziesii,42.913599,-123.48025,10.0,,
Arbutus menziesii,48.654499,-123.445936,4.0,,
Arbutus menziesii,37.399497,-122.26698,6.0,,
Arbutus menziesii,48.412675,-123.361897,5.0,,
